production_date,machine_id,employee_id,product_id,shift_id,units_produced,defective_units,production_hours
2024-02-26,18,17,15,1,790,10,7.69
2025-05-06,66,173,2,2,164,5,2.68
2026-06-02,56,156,11,2,43,1,5.58
2025-12-04,40,107,15,2,781,15,2.27
2023-07-30,23,34,10,1,314,7,6.83
2026-02-08,34,91,4,2,64,2,2.52
2023-12-06,66,160,17,1,79,2,6.96
2025-07-28,74,215,16,3,44,1,4.3
2025-02-24,1,44,6,3,55,2,4.41
2025-03-08,96,275,13,1,339,6,1.46
2026-01-17,6,20,4,3,71,2,5.98
2024-12-07,1,7,6,2,111,4,1.4
2026-02-06,89,283,11,2,69,2,6.1
2026-06-18,57,156,3,2,45,1,1.76
2023-05-03,80,220,15,1,381,6,5.27
2025-10-06,96,264,13,2,158,6,6.27
2025-04-22,24,50,14,3,210,7,7.43
2023-06-30,17,8,15,1,339,9,2.35
2024-10-04,25,33,10,3,133,4,2.08
2024-09-10,44,93,18,3,123,1,2.61
2023-12-19,29,86,7,2,50,1,6.07
2025-03-26,39,103,1,2,183,2,4.86
2024-06-19,61,180,12,3,171,1,2.57
2023-08-01,57,182,18,1,80,2,6.75
2025-12-16,62,162,15,2,510,10,1.86
2024-12-26,76,226,3,3,55,1,7.08
2025-12-18,19,44,5,3,172,2,7.73
2024-09-06,34,107,17,2,68,3,7.94
2024-11-12,86,229,4,3,1089,13,2.17
2025-01-16,29,119,4,2,90,1,4.2
2025-05-04,54,185,3,3,103,3,7.33
2025-06-16,8,44,7,3,68,1,2.69
2025-09-03,46,90,4,3,111,2,3.54
2023-10-09,14,13,2,1,432,4,3.59
2023-07-21,20,46,17,1,89,1,3.86
2025-08-13,97,263,18,1,1565,26,6.82
2023-09-27,10,42,12,3,339,2,7.24
2023-05-07,17,6,15,3,611,19,5.43
2024-10-01,61,181,14,2,265,6,4.58
2025-07-11,54,177,10,1,87,2,3.0
2023-04-16,77,217,12,2,183,2,2.69
2023-02-13,6,21,5,1,86,1,2.66
2025-01-02,6,16,17,1,83,2,4.26
2025-11-02,62,168,15,2,568,8,5.17
2025-03-03,22,42,18,3,176,3,3.91
2025-11-17,46,119,4,2,75,1,3.48
2023-03-16,92,281,13,1,324,5,7.12
2023-05-01,3,46,4,1,91,1,3.73
2025-11-12,77,236,13,2,342,5,5.01
2023-06-27,41,112,15,2,698,12,4.27
2026-03-05,14,37,12,1,363,7,6.62
2024-01-09,78,236,14,2,283,6,2.94
2025-12-19,54,179,17,1,47,1,3.03
2024-09-08,14,10,14,3,362,4,4.19
2023-05-12,91,279,2,1,156,3,7.7
2026-06-22,76,229,18,3,97,4,5.29
2024-01-08,67,162,10,2,128,5,5.22
2025-11-29,12,42,2,3,388,4,3.08
2023-03-04,5,12,3,1,98,2,4.87
2026-06-15,30,115,5,3,49,1,2.6
2023-08-06,81,238,15,2,377,8,5.59
2023-02-06,64,161,15,3,493,8,7.63
2024-10-25,36,103,2,2,279,4,7.73
2025-06-19,76,242,5,2,100,2,5.56
2025-03-03,34,110,16,3,79,3,4.61
2023-03-21,89,278,6,1,99,1,7.53
2026-01-28,69,183,5,1,687,10,3.46
2026-03-26,44,100,6,3,184,3,1.71
2023-02-24,37,103,1,2,189,3,4.18
2025-02-21,56,162,18,2,103,1,7.74
2025-08-13,20,17,2,1,110,2,4.49
2023-01-15,27,7,16,2,1209,17,4.88
2024-02-26,9,6,1,3,431,9,4.96
2025-08-05,59,166,14,3,318,7,2.1
2023-01-21,10,9,13,1,378,5,1.79
2026-02-10,34,107,11,2,118,3,2.39
2024-10-10,25,11,14,1,186,3,2.3
2023-10-18,76,218,5,2,52,1,5.9
2025-10-14,60,181,2,2,392,9,7.35
2024-06-20,67,164,14,2,335,11,7.41
2024-07-13,18,40,15,1,857,13,6.44
2023-10-19,75,221,18,3,117,4,6.56
2024-08-22,44,117,2,3,90,2,2.91
2023-11-29,61,158,13,1,379,2,6.36
2024-10-15,6,42,16,3,85,2,2.25
2025-06-26,14,28,2,1,278,7,7.5
2025-02-11,76,242,16,2,56,1,6.74
2023-04-14,55,162,4,2,56,2,5.11
2025-08-29,80,213,15,3,613,9,7.92
2023-07-03,62,165,15,3,533,9,5.01
2024-11-23,82,215,5,3,167,2,5.31
2024-06-24,53,175,3,3,60,1,1.82
2026-03-26,79,236,2,2,174,2,4.4
2026-04-26,7,45,10,1,76,3,7.27
2023-01-03,23,36,11,1,196,6,2.97
2023-07-08,9,15,12,2,349,3,6.47
2025-06-13,2,28,10,1,100,3,3.69
2025-06-06,63,168,15,2,459,9,4.02
2025-06-05,11,30,1,1,185,2,5.85
2026-01-24,2,32,7,2,84,1,3.88
2026-05-15,63,158,15,1,782,24,6.39
2025-08-14,73,239,17,2,56,2,7.81
2026-04-18,91,274,2,2,208,3,5.09
2025-10-03,32,97,4,3,110,1,3.86
2023-01-16,7,30,4,1,85,3,6.62
2023-03-26,57,174,4,2,53,1,2.61
2024-07-03,13,39,1,2,243,4,2.14
2025-08-05,54,173,16,2,90,2,2.37
2024-11-05,83,230,2,2,177,4,6.25
2024-06-12,95,266,1,2,144,2,3.65
2025-02-26,57,154,16,1,83,2,1.77
2023-09-16,57,167,18,2,41,1,2.14
2025-09-05,76,219,3,1,51,2,4.75
2025-06-02,69,171,19,2,1051,14,7.42
2025-12-03,2,7,3,2,70,1,4.78
2026-04-03,91,269,2,3,406,9,1.14
2024-08-03,80,213,15,3,360,3,6.56
2023-12-11,44,124,4,2,151,4,5.74
2023-03-30,82,235,2,2,110,1,6.14
2026-03-29,96,270,11,2,188,6,7.43
2026-03-05,80,235,15,2,753,17,4.4
2025-11-20,80,227,15,1,300,4,6.93
2026-03-26,68,175,11,3,310,7,1.92
2024-12-05,29,119,16,2,58,1,1.21
2023-09-15,76,213,11,3,96,2,5.16
2023-05-20,58,155,12,2,357,8,3.41
2026-03-03,50,118,14,3,731,2,3.53
2025-06-19,18,21,15,1,426,7,2.1
2023-02-15,34,110,10,3,62,1,2.88
2025-06-24,58,181,1,2,210,1,7.79
2024-12-31,53,176,7,3,72,1,4.25
2024-05-11,1,50,10,3,104,2,6.25
2023-10-27,39,120,13,2,281,3,1.35
2025-08-23,85,237,13,3,250,7,3.0
2025-09-24,85,225,13,1,291,5,2.8
2025-12-15,78,218,12,2,310,6,4.78
2023-05-16,55,164,5,2,96,1,2.5
2023-02-13,82,233,3,3,79,2,1.47
2024-01-30,47,117,10,3,202,8,3.67
2023-09-30,92,268,1,1,325,7,5.74
2026-06-10,6,42,16,3,66,2,5.41
2025-11-15,75,228,4,2,96,2,3.97
2026-06-26,38,110,13,3,331,4,2.04
2025-01-18,29,89,18,2,78,1,5.72
2025-10-28,76,221,3,3,101,3,5.86
2026-04-02,19,7,6,2,157,2,2.27
2025-07-16,45,114,17,2,121,3,4.86
2026-04-30,92,265,2,2,270,5,2.57
2024-04-20,95,262,3,1,190,3,7.37
2025-02-12,81,214,15,3,410,9,7.07
2026-02-13,80,219,15,1,790,10,7.43
2023-04-26,64,187,15,2,385,17,6.36
2023-03-16,65,174,1,2,163,2,2.13
2026-04-18,85,239,13,2,337,6,4.22
2026-06-09,8,51,16,1,99,3,7.69
2023-05-04,21,12,2,1,109,4,2.59
2023-01-28,10,23,1,2,414,8,2.43
2026-06-16,50,118,16,3,714,12,1.92
2024-02-18,97,270,7,2,1749,31,3.75
2023-04-28,48,119,10,2,318,6,2.26
2026-03-04,87,218,8,2,1152,10,4.0
2024-07-21,21,39,7,2,193,5,1.37
2024-08-05,87,227,3,1,1800,27,1.9
2024-06-23,33,125,3,3,108,5,4.87
2025-08-04,68,165,13,3,332,8,6.63
2023-10-06,27,44,5,3,1396,14,6.7
2024-07-01,58,186,1,2,328,3,5.04
2025-03-30,60,172,1,1,207,3,4.28
2026-01-31,4,39,6,2,107,2,2.05
2023-05-18,46,92,3,3,117,2,7.4
2023-05-15,67,162,13,2,274,8,6.71
2026-06-25,19,21,4,1,106,1,5.48
2024-08-06,53,187,18,2,79,3,4.37
2024-10-05,48,107,10,2,108,4,5.24
2025-12-03,68,171,13,2,295,6,6.81
2024-12-31,53,185,10,3,45,1,7.25
2026-05-25,80,231,15,1,892,17,6.8
2026-06-01,36,109,13,2,423,7,2.94
2025-12-15,87,235,15,2,1694,21,1.65
2025-03-08,63,175,15,3,833,14,3.41
2025-10-18,26,35,1,2,1549,30,5.6
2025-01-14,98,278,16,1,961,22,4.22
2024-09-08,26,42,17,3,795,20,4.07
2024-04-26,74,223,16,2,114,2,5.42
2023-03-27,38,116,13,2,222,2,6.87
2025-11-25,40,94,15,2,522,10,3.18
2023-03-16,94,272,15,1,305,4,4.89
2025-02-06,54,180,17,3,54,2,7.56
2025-05-26,74,228,6,2,45,0,3.17
2025-03-30,48,122,14,1,339,10,1.3
2025-03-16,94,279,15,1,709,13,6.42
2023-07-18,29,89,7,2,75,1,2.6
2025-07-02,80,220,15,1,335,6,2.15
2025-12-11,40,110,15,3,322,6,3.58
2025-10-28,17,9,15,1,716,17,4.21
2024-07-04,89,264,10,2,62,1,5.53
2026-02-14,14,44,13,3,292,4,6.63
2025-02-18,40,94,15,2,777,7,5.96
2025-03-14,67,179,13,1,315,10,6.19
2023-12-06,14,19,2,1,375,4,2.76
2025-12-23,44,88,4,1,77,2,2.44
2025-03-27,20,34,3,1,102,2,7.07
2026-03-03,50,103,11,2,1602,22,5.27
2025-11-06,82,230,7,2,171,2,2.62
2025-06-14,96,271,14,1,183,3,7.73
2025-01-18,85,238,10,2,291,10,1.96
2026-01-23,43,103,15,2,822,28,5.07
2023-01-29,10,21,14,1,190,1,6.73
2024-07-29,13,14,12,2,157,3,7.33
2023-05-19,26,53,5,3,1233,11,3.28
2024-06-07,6,21,4,1,56,2,6.82
2026-01-01,79,235,13,2,255,4,1.74
2026-02-08,22,33,5,3,103,3,7.85
2026-04-05,64,171,15,2,319,6,7.23
2025-06-08,43,104,15,1,524,16,2.78
2025-08-02,6,19,10,1,72,2,3.99
2024-12-04,12,17,2,1,393,7,6.51
2024-05-24,4,43,10,3,107,2,7.48
2024-01-08,84,222,11,3,259,5,4.86
2025-02-07,39,91,14,2,428,12,7.57
2026-03-05,54,187,18,2,66,2,1.28
2025-08-04,76,214,11,3,108,4,6.58
2025-08-18,17,10,15,3,358,8,1.32
2026-06-19,19,11,1,1,109,2,5.99
2023-01-29,42,108,15,1,386,9,6.61
2024-08-24,45,119,2,2,99,4,4.51
2025-07-15,40,98,15,1,817,12,1.69
2023-09-02,9,8,1,1,396,8,2.22
2025-06-05,9,26,13,2,187,1,5.98
2026-03-05,91,269,12,3,182,3,3.5
2026-05-21,98,278,2,1,516,3,6.37
2025-11-21,7,45,7,1,89,3,1.24
2024-04-10,24,36,11,1,304,6,7.03
2023-05-05,62,178,15,2,411,6,3.02
2023-07-08,32,110,10,3,99,2,2.06
2023-05-10,26,6,11,3,1467,39,4.86
2023-03-16,87,221,1,3,1596,21,5.76
2023-04-16,23,25,11,2,167,3,2.9
2026-03-24,30,98,6,1,119,2,5.61
2024-12-21,81,235,15,2,543,15,1.77
2026-04-09,24,36,10,1,193,6,4.96
2024-07-17,61,184,14,3,444,8,6.06
2025-05-12,57,188,5,2,101,3,6.5
2025-06-01,80,241,15,2,374,12,4.45
2023-03-27,29,118,18,3,108,2,3.65
2023-11-05,76,220,10,1,87,1,1.92
2023-06-01,82,223,7,2,105,1,2.09
2025-09-26,39,98,12,1,267,6,5.76
2023-11-21,67,171,14,2,176,4,7.37
2026-01-15,26,23,4,2,1643,38,2.29
2024-02-15,57,179,18,1,57,2,6.59
2023-12-20,25,49,14,2,100,3,3.61
2024-11-21,85,232,10,3,185,6,6.4
2024-11-02,20,26,16,2,182,2,1.43
2025-02-20,97,264,19,2,1159,15,4.33
2024-07-09,13,53,1,3,439,10,4.07
2026-04-21,47,124,14,2,183,4,7.91
2024-03-17,12,7,12,2,271,3,2.72
2025-09-06,34,114,6,2,102,2,7.75
2023-03-11,78,214,14,3,283,5,2.26
2024-01-06,66,184,17,3,177,2,4.29
2026-05-06,68,161,11,3,282,9,3.78
2024-10-11,10,11,1,1,437,6,5.78
2026-01-01,32,95,18,3,98,3,3.99
2024-03-14,55,164,3,2,55,1,7.62
2026-05-29,4,53,16,3,96,2,2.64
2024-03-26,49,98,9,1,536,7,4.53
2025-09-23,25,10,14,3,191,6,7.66
2024-08-26,48,90,10,3,155,4,6.81
2024-07-01,39,121,1,3,427,16,2.86
2025-04-09,38,114,1,2,277,3,6.11
2024-05-07,46,100,3,3,96,3,2.4
2023-04-29,44,101,2,2,195,2,6.32
2023-07-17,64,166,15,3,482,18,7.92
2026-05-27,34,100,18,3,57,1,1.59
2024-03-22,8,9,18,1,110,2,2.27
2023-07-28,89,263,18,1,43,0,5.4
2025-04-03,64,170,15,2,303,6,7.87
2023-04-04,89,282,10,3,44,1,6.03
2024-12-29,54,167,4,2,84,2,7.76
2023-11-16,70,181,6,2,1728,16,6.78
2023-05-02,10,36,12,1,333,8,6.5
2025-08-19,53,170,4,2,78,1,6.82
2025-12-14,68,162,14,2,271,11,4.8
2026-01-20,8,14,10,2,48,1,3.93
2023-04-08,92,269,1,3,286,3,2.0
2025-04-28,34,95,16,3,98,3,7.29
2024-11-29,33,111,4,3,40,1,2.37
2025-05-13,55,180,10,3,51,1,5.59
2024-06-01,47,121,10,3,314,11,3.0
2026-01-02,61,189,1,2,413,2,6.88
2025-11-18,49,85,10,1,1676,10,7.34
2023-07-12,86,236,19,2,1197,28,7.99
2023-05-30,38,90,12,3,162,1,3.27
2026-04-27,61,158,1,1,335,2,2.83
2024-11-27,43,117,15,3,451,10,1.94
2025-10-17,83,238,16,2,194,6,3.38
2024-10-05,46,112,16,2,115,3,2.58
2025-12-16,24,6,14,3,278,8,2.08
2026-05-10,73,223,17,2,72,2,2.13
2026-04-12,31,118,3,3,46,1,2.94
2024-05-21,48,119,14,2,176,6,3.73
2025-05-21,43,106,15,3,396,13,6.15
2024-02-26,16,36,15,1,530,20,6.79
2023-05-24,94,272,15,1,415,12,4.83
2025-05-09,8,11,3,1,117,2,7.87
2023-09-12,21,21,4,1,159,2,3.99
2024-09-08,7,28,4,1,77,2,6.59
2024-10-07,64,172,15,1,540,17,3.59
2025-01-30,41,101,15,2,834,25,7.87
2023-03-17,75,214,5,3,41,1,4.93
2024-10-04,49,88,5,1,937,0,2.7
2026-03-11,35,118,13,3,356,2,1.7
2026-06-26,50,114,6,2,906,13,1.22
2026-06-09,63,182,15,1,557,12,3.14
2025-12-23,11,29,1,2,355,1,4.15
2025-02-06,87,219,10,1,980,5,5.17
2023-06-11,92,265,13,2,431,10,6.2
2026-06-18,18,27,15,1,371,9,3.23
2023-02-05,77,232,13,3,344,7,5.5
2024-05-02,30,85,17,1,101,1,3.35
2025-11-12,3,31,10,2,51,2,2.97
2026-01-06,87,219,5,1,1238,11,6.33
2023-11-13,82,235,5,2,115,1,5.05
2025-06-06,69,154,7,1,1114,38,2.66
2024-09-03,85,237,13,3,234,5,5.81
2025-03-08,56,187,16,2,105,2,3.76
2025-10-10,11,18,14,1,354,3,6.87
2026-06-11,11,19,1,1,379,4,7.89
2023-03-12,87,223,5,2,1721,0,4.12
2025-02-02,45,93,5,3,139,3,2.13
2024-11-26,85,222,14,3,264,3,4.98
2025-11-04,3,53,7,3,80,2,1.94
2026-05-22,21,11,3,1,80,1,6.36
2026-03-01,2,49,11,2,44,1,4.14
2023-12-11,37,115,14,3,183,2,3.35
2024-06-13,40,122,15,1,565,20,1.71
2023-09-12,55,186,4,2,73,2,3.95
2026-03-13,12,41,14,3,249,2,7.8
2023-01-07,6,19,17,1,66,1,3.28
2023-07-20,60,188,14,2,324,10,2.81
2026-06-03,54,189,10,2,72,2,1.07
2025-05-21,73,237,10,3,100,2,4.56
2023-12-04,14,38,2,2,294,8,3.99
2024-09-19,41,115,15,3,415,4,3.23
2023-06-19,41,104,15,1,552,16,1.82
2026-05-13,92,278,1,1,194,4,3.81
2026-06-01,63,171,15,2,675,8,3.72
2023-04-18,89,269,16,3,88,2,3.21
2024-07-07,65,161,16,3,77,1,3.66
2025-04-20,8,24,18,3,93,1,2.1
2024-03-08,60,167,12,2,235,1,7.78
2024-08-23,9,46,12,1,235,6,4.48
2023-11-29,89,273,18,2,71,0,7.61
2026-01-25,62,185,15,3,737,13,6.68
2026-05-03,83,230,3,2,172,2,5.09
2024-03-18,33,88,5,1,113,3,5.61
2025-04-17,4,25,4,2,46,1,1.7
2026-03-31,19,46,17,1,115,2,4.85
2024-09-02,92,270,1,2,306,6,7.16
2024-02-23,17,16,15,1,792,23,1.14
2023-05-25,33,103,4,2,114,2,1.03
2024-03-17,5,39,5,2,63,1,4.53
2024-02-20,38,109,2,2,314,8,3.37
2025-03-27,6,11,18,1,76,2,7.71
2024-03-03,3,36,4,1,98,1,6.61
2024-10-02,83,233,3,3,115,3,6.74
2023-10-15,47,123,11,3,344,6,7.17
2024-01-03,43,87,15,1,644,16,3.78
2024-10-29,49,88,1,1,1300,22,3.9
2025-08-17,68,174,14,2,135,2,3.62
2024-02-19,40,107,15,2,399,6,6.4
2024-12-11,33,118,3,3,120,3,2.23
2023-01-10,10,10,14,3,245,3,7.09
2023-08-10,32,97,4,3,107,2,2.77
2025-05-19,54,163,16,1,62,1,7.94
2025-01-30,81,232,15,3,424,12,7.69
2024-01-07,36,115,2,3,355,3,2.48
2026-02-04,19,26,6,2,148,4,5.08
2024-04-26,39,121,1,3,282,5,7.32
2025-07-27,92,268,14,1,321,9,2.93
2025-02-16,15,10,15,3,480,9,2.26
2026-01-12,47,97,10,3,192,6,2.44
2025-11-18,69,173,13,2,1718,52,1.12
2023-11-22,74,223,3,2,109,1,1.37
2025-08-10,26,22,14,1,1241,16,4.08
2024-02-01,62,165,15,3,672,25,7.01
2026-06-16,6,40,7,1,113,3,7.09
2023-01-19,21,34,4,1,141,1,6.43
2023-04-18,7,25,16,2,62,1,1.7
2023-01-19,60,159,13,1,348,9,2.56
2025-10-17,94,278,15,1,371,6,2.6
2025-01-26,26,20,16,3,1207,30,7.8
2025-01-24,10,22,13,1,447,4,7.49
2026-02-13,6,13,18,1,114,3,4.43
2026-06-12,13,46,14,1,201,4,5.66
2025-12-17,25,26,13,2,300,6,6.27
2025-05-14,96,272,10,1,230,6,7.6
2025-06-01,3,45,16,1,79,3,4.67
2026-02-11,85,222,14,3,302,8,3.92
2024-08-02,15,49,15,2,824,19,3.14
2024-08-20,92,267,1,3,291,9,1.11
2026-02-22,11,14,13,2,366,2,2.92
2024-03-05,87,223,9,2,1637,36,6.53
2026-05-02,92,275,12,1,417,12,7.87
2025-09-01,95,269,17,3,125,3,6.22
2023-10-01,66,179,1,1,109,1,2.09
2025-04-30,95,272,17,1,92,1,1.85
2025-06-30,62,161,15,3,401,7,6.5
2023-10-17,16,52,15,2,689,13,2.79
2024-10-20,81,230,15,2,899,24,2.11
2024-08-11,42,92,15,3,356,8,5.75
2025-10-21,46,94,6,2,138,2,6.6
2026-06-03,68,183,13,1,295,7,5.75
2023-01-11,25,11,14,1,346,10,2.53
2024-02-02,27,46,6,1,1436,36,2.43
2025-03-02,53,162,17,2,73,1,5.5
2023-10-17,62,186,15,2,475,10,4.03
2023-12-20,73,226,7,3,111,2,2.21
2025-08-24,74,229,6,3,67,1,5.14
2025-12-21,33,104,5,1,61,2,7.35
2025-06-24,80,225,15,1,884,14,4.95
2026-05-24,19,9,4,1,143,2,5.54
2025-04-03,4,21,7,1,45,1,7.85
2024-09-17,17,53,15,3,558,15,7.38
2023-10-23,38,110,13,3,421,7,5.48
2023-11-13,67,156,11,2,258,7,7.48
2026-03-26,91,266,2,2,305,6,2.14
2025-02-06,47,123,14,3,204,6,2.35
2024-06-25,59,162,2,2,165,2,5.13
2024-06-08,44,120,2,2,63,1,4.9
2023-07-13,48,121,10,3,296,6,3.94
2025-07-26,55,176,10,3,52,1,2.01
2025-04-23,79,238,13,2,214,4,1.21
2023-06-27,58,181,14,2,151,1,3.03
2024-07-29,74,221,4,3,40,1,2.64
2023-06-30,82,235,2,2,109,1,1.7
2026-06-26,65,176,1,3,60,1,6.92
2023-03-30,34,113,4,1,48,1,2.41
2026-06-26,87,238,10,2,1301,36,3.62
2023-04-19,48,95,10,3,213,5,6.42
2024-06-08,98,269,20,3,1244,19,1.98
2025-09-21,66,160,4,1,93,2,6.96
2024-09-16,36,102,2,1,293,7,7.32
2026-06-17,23,12,14,1,151,4,5.87
2023-08-23,91,269,1,3,439,4,2.48
2025-08-17,75,225,7,1,86,2,3.49
2023-08-15,15,50,15,3,405,6,6.6
2025-05-01,36,104,2,1,242,3,5.47
2025-02-03,20,23,6,2,131,2,6.33
2023-10-10,23,10,10,3,294,7,4.31
2023-07-15,48,103,14,2,173,3,5.66
2025-08-06,86,236,9,2,1106,28,7.35
2026-01-23,91,284,14,3,384,3,3.13
2024-01-30,1,50,10,3,97,1,1.36
2023-03-08,4,44,11,3,64,1,7.43
2026-05-28,40,100,15,3,717,13,7.15
2025-06-11,47,97,11,3,171,6,1.54
2025-01-20,22,9,1,1,102,3,2.89
2025-11-28,85,226,14,3,275,7,6.36
2025-06-10,70,187,3,2,620,15,1.81
2024-04-23,37,98,14,1,320,6,6.62
2023-10-21,32,125,4,3,72,1,2.35
2026-05-18,38,93,1,3,187,5,7.16
2024-02-12,18,24,15,3,805,12,5.71
2025-04-04,35,118,2,3,335,4,3.95
2026-04-17,54,163,5,1,114,2,2.16
2023-08-21,59,188,13,2,242,6,1.94
2023-06-04,13,47,14,1,287,2,3.62
2024-10-23,62,179,15,1,682,21,4.52
2024-10-10,3,45,6,1,62,2,1.6
2026-03-27,92,270,2,2,354,5,7.71
2024-04-25,43,116,15,2,849,27,1.35
2026-05-31,82,218,3,2,78,1,2.85
2025-01-22,1,8,10,1,85,2,3.73
2025-08-07,35,97,14,3,327,3,2.93
2023-05-16,29,117,10,3,118,3,5.06
2025-12-06,6,33,3,3,70,2,6.92
2025-04-22,23,16,13,1,216,4,6.01
2025-01-06,26,34,11,1,604,3,2.25
2026-04-10,50,98,17,1,634,4,4.94
2026-03-13,39,117,13,3,199,3,1.9
2025-03-13,75,225,3,1,75,1,6.24
2023-07-27,4,21,11,1,52,1,1.59
2026-01-02,1,41,16,3,107,3,6.0
2023-08-30,40,107,15,2,508,10,2.76
2025-09-15,77,241,2,2,267,5,3.67
2024-11-18,9,16,12,1,331,4,1.4
2026-04-14,25,52,10,2,148,3,7.54
2024-05-07,17,43,15,3,781,18,2.84
2023-04-01,55,186,18,2,80,1,6.24
2026-04-27,65,174,17,2,71,1,3.32
2024-10-24,65,179,7,1,87,1,1.56
2026-05-08,18,44,15,3,883,13,7.96
2025-08-29,13,33,14,3,276,6,7.09
2023-01-09,75,216,11,3,79,1,4.91
2025-01-27,49,110,18,3,735,14,2.76
2026-05-21,85,224,14,1,269,8,3.87
2025-03-12,29,110,3,3,45,1,5.61
2025-08-03,33,89,16,2,112,2,4.38
2025-12-13,48,98,10,1,209,5,2.26
2023-11-05,7,26,6,2,78,1,6.12
2025-02-23,6,41,17,3,72,2,5.32
2023-03-03,1,32,5,2,65,1,2.1
2023-01-15,40,87,15,1,476,15,6.85
2025-06-01,61,188,12,2,414,6,1.85
2023-11-15,39,104,1,1,237,7,1.09
2025-10-11,38,111,1,3,230,4,4.13
2023-09-13,24,31,11,2,212,5,6.46
2023-08-15,64,154,15,1,737,18,1.68
2024-05-31,92,282,2,3,214,6,2.4
2023-06-25,22,51,1,1,173,4,5.94
2025-10-21,34,118,7,3,68,1,6.93
2024-09-03,91,271,2,1,213,3,4.71
2024-05-24,6,30,7,1,67,2,5.57
2023-12-15,37,88,1,1,397,3,4.59
2023-08-23,5,32,11,2,40,1,2.53
2024-11-13,44,114,3,2,67,1,7.89
2025-08-02,95,283,1,2,191,2,2.43
2024-09-27,92,279,2,1,397,12,7.96
2024-12-13,87,218,7,2,636,7,4.41
2026-06-03,27,17,8,1,748,19,3.54
2025-06-09,83,222,3,3,115,1,4.04
2025-11-08,41,105,15,1,413,7,2.52
2026-02-13,19,20,2,3,144,2,7.02
2025-09-23,83,216,16,3,187,4,4.64
2024-08-31,77,223,12,2,300,6,2.77
2026-02-14,34,101,3,2,100,2,4.93
2025-06-06,22,10,6,3,60,2,1.45
2026-05-03,59,182,13,1,241,3,4.24
2026-03-19,81,224,15,1,719,17,3.3
2026-03-29,54,177,11,1,57,2,5.96
2025-09-05,10,47,2,1,441,5,6.22
2025-04-10,83,240,16,2,195,3,4.74
2024-09-11,7,13,18,1,118,2,2.1
2025-07-09,59,156,2,2,270,4,5.51
2023-04-06,16,34,15,1,531,10,6.5
2024-11-21,87,234,9,2,1735,14,5.61
2024-08-19,4,15,3,2,41,1,4.99
2025-11-10,50,113,2,1,1197,10,5.11
2026-01-02,63,158,15,1,308,9,3.15
2026-03-05,53,167,16,2,96,1,1.17
2024-04-28,60,166,2,3,298,3,1.8
2025-12-22,78,240,14,2,340,6,4.21
2023-01-18,42,100,15,3,551,9,1.76
2025-06-22,37,99,2,2,167,5,7.57
2026-06-22,50,95,18,3,1665,28,7.93
2024-05-26,41,103,15,2,666,19,4.97
2023-12-27,57,164,10,2,83,1,5.97
2025-06-19,85,216,11,3,206,6,2.41
2024-12-28,95,275,7,1,93,2,7.75
2025-05-06,14,20,13,3,437,11,7.66
2024-03-10,62,183,15,1,849,22,4.57
2023-08-31,89,271,10,1,110,3,6.57
2026-01-29,89,272,16,1,80,2,2.95
2025-12-19,18,23,15,2,864,15,1.48
2024-07-22,49,118,5,3,625,6,1.27
2024-05-17,32,112,11,2,87,1,6.13
2024-12-09,98,273,1,2,1188,22,3.19
2023-03-07,73,238,3,2,42,1,3.75
2023-08-18,74,226,5,3,75,2,4.26
2023-07-16,77,220,13,1,233,6,1.26
2026-06-25,59,184,2,3,405,8,2.5
2023-04-04,37,117,12,3,396,7,5.81
2025-06-25,87,234,16,2,566,9,5.67
2024-01-21,43,98,15,1,897,30,3.02
2024-12-10,16,35,15,2,386,12,3.14
2026-05-07,19,28,1,1,137,2,2.57
2025-04-04,81,213,15,3,697,11,7.81
2025-01-30,86,239,14,2,555,8,6.51
2023-04-22,65,168,4,2,104,2,1.35
2024-08-29,59,165,14,3,281,2,1.06
2026-02-24,19,36,18,1,67,1,4.89
2025-10-15,94,279,15,1,860,14,6.92
2024-07-27,54,184,17,3,114,2,2.97
2025-12-13,44,89,7,2,120,1,3.51
2025-10-06,32,98,7,1,42,1,1.17
2023-11-28,1,45,10,1,85,3,2.68
2024-02-17,59,154,1,1,440,4,7.85
2023-01-11,40,119,15,2,803,18,6.86
2023-07-03,14,24,12,3,221,6,4.46
2025-02-04,65,179,16,1,147,2,7.13
2023-06-25,8,26,5,2,56,1,6.82
2023-05-04,86,239,16,2,1192,16,6.09
2023-02-26,23,48,10,1,281,8,3.25
2026-03-21,59,167,2,2,426,5,7.88
2026-04-12,7,11,10,1,106,3,7.39
2023-07-03,74,229,11,3,73,1,7.43
2025-07-23,49,107,5,2,901,18,6.88
2023-02-19,6,6,16,3,42,1,7.35
2025-08-19,81,237,15,3,738,12,7.33
2026-04-09,17,6,15,3,465,15,5.59
2023-11-04,29,101,5,2,65,1,6.57
2025-10-17,57,184,4,3,67,2,2.35
2023-08-24,91,274,14,2,323,2,6.95
2026-02-05,94,285,15,1,543,11,6.15
2023-07-05,84,236,13,2,276,7,5.74
2025-02-07,29,92,18,3,108,2,7.44
2025-03-04,46,96,1,2,89,2,1.93
2023-09-19,48,116,14,2,265,5,6.51
2024-08-17,18,24,15,3,391,8,3.84
2025-02-24,43,88,15,1,382,13,5.95
2026-04-17,57,174,5,2,119,2,6.65
2025-06-16,39,98,13,1,368,9,3.74
2025-12-22,5,33,17,3,91,2,6.5
